WD1,,"2020-02-10 11:55",->,"2021-02-09 11:55"
,NO,,,NO2,,,NOXasNO2,,
"2020-12-24 01:00",3.804265,24,1,5.880938,24,1,11.714063,24,1
"2020-12-24 02:00",1.870950,24,1,2.996251,24,1,5.865001,24,1
"2020-12-24 03:00",1.995680,24,1,4.494375,24,1,7.554375,24,1
"2020-12-24 04:00",1.964498,24,1,4.064063,24,1,7.076250,24,1
"2020-12-24 05:00",1.496760,24,1,3.490313,24,1,5.785313,24,1
"2020-12-24 06:00",2.432235,24,1,4.303125,24,1,8.032500,24,1
"2020-12-24 07:00",3.305345,24,1,6.072188,24,1,11.140313,24,1
"2020-12-24 08:00",9.105290,24,1,16.304063,24,1,30.265313,24,1
"2020-12-24 09:00",11.911715,24,1,20.033438,24,1,38.297813,24,1
"2020-12-24 10:00",28.126615,24,1,34.664063,24,1,77.790938,24,1
"2020-12-24 11:00",34.456663,24,1,38.393438,24,1,91.226250,24,1
"2020-12-24 12:00",47.678043,24,1,39.684375,24,1,112.789688,24,1
"2020-12-24 13:00",39.820053,24,1,40.784063,24,1,101.840625,24,1
"2020-12-24 14:00",38.198563,24,1,35.190000,24,1,93.760313,24,1
"2020-12-24 15:00",34.020108,24,1,40.305938,24,1,92.469375,24,1
"2020-12-24 16:00",36.265248,24,1,39.636563,24,1,95.242500,24,1
"2020-12-24 17:00",41.878098,24,1,40.497188,24,1,104.709375,24,1
"2020-12-24 18:00",31.556690,24,1,36.863438,24,1,85.249688,24,1
"2020-12-24 19:00",35.922240,24,1,40.688438,24,1,95.768438,24,1
"2020-12-24 20:00",26.473943,24,1,31.508438,24,1,72.101250,24,1
"2020-12-24 21:00",17.680478,24,1,28.352813,24,1,55.462500,24,1
"2020-12-24 22:00",14.063308,24,1,26.344688,24,1,47.908125,24,1
"2020-12-24 23:00",9.417115,24,1,16.830000,24,1,31.269375,24,1
"2020-12-25 00:00",12.129993,24,1,22.424063,24,1,41.023125,24,1
"2020-12-25 01:00",4.833288,24,1,13.387500,24,1,20.798438,24,1
"2020-12-25 02:00",4.864470,24,1,13.259999,24,1,20.718749,24,1
"2020-12-25 03:00",4.053725,24,1,11.953125,24,1,18.168750,24,1
"2020-12-25 04:00",3.274163,24,1,8.606250,24,1,13.626563,24,1
"2020-12-25 05:00",1.559125,24,1,6.932813,24,1,9.323438,24,1
"2020-12-25 06:00",1.278483,24,1,5.115938,24,1,7.076250,24,1
"2020-12-25 07:00",1.216118,24,1,6.406875,24,1,8.271563,24,1
"2020-12-25 08:00",3.180615,24,1,9.753750,24,1,14.630625,24,1
"2020-12-25 09:00",6.828968,24,1,15.634688,24,1,26.105625,24,1
"2020-12-25 10:00",7.390253,24,1,18.694688,24,1,30.026250,24,1
"2020-12-25 11:00",12.161175,24,1,20.320313,24,1,38.967188,24,1
"2020-12-25 12:00",25.039548,24,1,29.404688,24,1,67.798125,24,1
"2020-12-25 13:00",32.492165,24,1,30.504375,24,1,80.325000,24,1
"2020-12-25 14:00",22.576130,24,1,27.348750,24,1,61.965000,24,1
"2020-12-25 15:00",18.179398,24,1,26.153438,24,1,54.028125,24,1
"2020-12-25 16:00",13.595570,24,1,21.706875,24,1,42.553125,24,1
"2020-12-25 17:00",16.776185,24,1,22.519688,24,1,48.242813,24,1
"2020-12-25 18:00",24.478263,24,1,33.516563,24,1,71.049375,24,1
"2020-12-25 19:00",12.722460,24,1,25.005938,24,1,44.513438,24,1
"2020-12-25 20:00",13.751483,24,1,26.918438,24,1,48.003750,24,1
"2020-12-25 21:00",14.624593,24,1,26.822813,24,1,49.246875,24,1
"2020-12-25 22:00",19.738523,24,1,28.352813,24,1,58.618125,24,1
"2020-12-25 23:00",7.982720,24,1,22.137188,24,1,34.377188,24,1
"2020-12-26 00:00",9.479480,24,1,18.599063,24,1,33.134063,24,1
"2020-12-26 01:00",5.675215,24,1,12.383438,24,1,21.085313,24,1
"2020-12-26 02:00",7.442224,24,1,13.068749,24,1,24.480000,24,1
"2020-12-26 03:00",0.904293,24,1,5.163750,24,1,6.550313,24,1
"2020-12-26 04:00",0.873110,24,1,3.681563,24,1,5.020313,24,1
"2020-12-26 05:00",1.060205,24,1,2.199375,24,1,3.825000,24,1
"2020-12-26 06:00",0.935475,24,1,2.055938,24,1,3.490313,24,1
"2020-12-26 07:00",1.184935,24,1,2.247188,24,1,4.064063,24,1
"2020-12-26 08:00",1.309665,24,1,2.629688,24,1,4.637813,24,1
"2020-12-26 09:00",2.151593,24,1,3.633750,24,1,6.932813,24,1
"2020-12-26 10:00",1.902133,24,1,3.203438,24,1,6.120000,24,1
"2020-12-26 11:00",3.398893,24,1,3.777188,24,1,8.988750,24,1
"2020-12-26 12:00",3.398893,24,1,3.872813,24,1,9.084375,24,1
"2020-12-26 13:00",3.523623,24,1,4.781250,24,1,10.184063,24,1
"2020-12-26 14:00",3.180615,24,1,4.303125,24,1,9.180000,24,1
"2020-12-26 15:00",3.087068,24,1,4.590000,24,1,9.323438,24,1
"2020-12-26 16:00",2.712878,24,1,3.585938,24,1,7.745625,24,1
"2020-12-26 17:00",2.245140,24,1,3.394688,24,1,6.837188,24,1
"2020-12-26 18:00",1.746220,24,1,3.203438,24,1,5.880938,24,1
"2020-12-26 19:00",2.525783,24,1,2.725313,24,1,6.598125,24,1
"2020-12-26 20:00",1.465578,24,1,2.008125,24,1,4.255313,24,1
"2020-12-26 21:00",1.527943,24,1,1.673438,24,1,4.016250,24,1
"2020-12-26 22:00",1.153753,24,1,1.243125,24,1,3.012188,24,1
"2020-12-26 23:00",1.247300,24,1,1.051875,24,1,2.964375,24,1
"2020-12-27 00:00",0.748380,24,1,0.334688,24,1,1.482188,24,1
"2020-12-27 01:00",0.904293,24,1," "," "," ",1.243125,24,1
"2020-12-27 02:00",0.540496,24,1," "," "," ",0.382500,24,1
"2020-12-27 03:00",0.592468,24,1," "," "," ",0.478125,24,1
"2020-12-27 04:00",0.841928,24,1," "," "," ",0.765000,24,1
"2020-12-27 05:00",0.904293,24,1," "," "," ",1.243125,24,1
"2020-12-27 06:00",0.966658,24,1," "," "," ",1.434375,24,1
"2020-12-27 07:00",0.904293,24,1,0.191250,24,1,1.577813,24,1
"2020-12-27 08:00",1.995680,24,1,1.721250,24,1,4.781250,24,1
"2020-12-27 09:00",4.958018,24,1,6.120000,24,1,13.722188,24,1
"2020-12-27 10:00",6.236500,24,1,9.371250,24,1,18.933750,24,1
"2020-12-27 11:00",8.356910,24,1,12.383438,24,1,25.197188,24,1
"2020-12-27 12:00",21.671838,24,1,24.384375,24,1,57.614063,24,1
"2020-12-27 13:00",23.573970,24,1,27.826875,24,1,63.973125,24,1
"2020-12-27 14:00",18.709500,24,1,23.189063,24,1,51.876563,24,1
"2020-12-27 15:00",23.168598,24,1,27.300938,24,1,62.825625,24,1
"2020-12-27 16:00",23.979343,24,1,29.882813,24,1,66.650625,24,1
"2020-12-27 17:00",16.776185,24,1,22.424063,24,1,48.147188,24,1
"2020-12-27 18:00",15.622433,24,1,21.754688,24,1,45.708750,24,1
"2020-12-27 19:00",12.067628,24,1,20.224688,24,1,38.728125,24,1
"2020-12-27 20:00",7.982720,24,1,12.670313,24,1,24.910313,24,1
"2020-12-27 21:00",3.336528,24,1,8.510625,24,1,13.626563,24,1
"2020-12-27 22:00",6.517143,24,1,10.375313,24,1,20.368125,24,1
"2020-12-27 23:00",4.802105,24,1,12.479063,24,1,19.842188,24,1
"2020-12-28 00:00",4.240820,24,1,10.996875,24,1,17.499375,24,1
"2020-12-28 01:00",1.496760,24,1,7.602188,24,1,9.897188,24,1
"2020-12-28 02:00",1.413606,24,1,5.482501,24,1,7.650000,24,1
"2020-12-28 03:00",0.966658,24,1,4.159688,24,1,5.641875,24,1
"2020-12-28 04:00",1.933315,24,1,4.876875,24,1,7.841250,24,1
"2020-12-28 05:00",2.058045,24,1,3.633750,24,1,6.789375,24,1
"2020-12-28 06:00",1.465578,24,1,3.394688,24,1,5.641875,24,1
"2020-12-28 07:00",3.274163,24,1,5.641875,24,1,10.662188,24,1
"2020-12-28 08:00",1.777403,24,1,5.737500,24,1,8.462813,24,1
"2020-12-28 09:00",4.958018,24,1,8.988750,24,1,16.590938,24,1
"2020-12-28 10:00",18.491223,24,1,20.846250,24,1,49.199063,24,1
"2020-12-28 11:00",44.746888,24,1,29.978438,24,1,98.589375,24,1
"2020-12-28 12:00",64.267133,24,1,41.883750,24,1,140.425313,24,1
"2020-12-28 13:00",65.732710,24,1,47.095313,24,1,147.884063,24,1
"2020-12-28 14:00",75.336920,24,1,43.365938,24,1,158.880938,24,1
"2020-12-28 15:00",52.199505,24,1,44.609063,24,1,124.647188,24,1
"2020-12-28 16:00",38.510388,24,1,38.106563,24,1,97.155000,24,1
"2020-12-28 17:00",40.817893,24,1,37.006875,24,1,99.593438,24,1
"2020-12-28 18:00",23.854613,24,1,29.070000,24,1,65.646563,24,1
"2020-12-28 19:00",37.886738,24,1,33.181875,24,1,91.274063,24,1
"2020-12-28 20:00",21.328830,24,1,29.595938,24,1,62.299688,24,1
"2020-12-28 21:00",28.251345,24,1,28.496250,24,1,71.814375,24,1
"2020-12-28 22:00",10.383773,24,1,19.650938,24,1,35.572500,24,1
"2020-12-28 23:00",11.693438,24,1,18.790313,24,1,36.720000,24,1
"2020-12-29 00:00",8.918195,24,1,17.116875,24,1,30.791250,24,1
"2020-12-29 01:00",4.521463,24,1,12.622500,24,1,19.555313,24,1
"2020-12-29 02:00",2.577754,24,1,10.327500,24,1,14.280001,24,1
"2020-12-29 03:00",1.184935,24,1,4.972500,24,1,6.789375,24,1
"2020-12-29 04:00",3.305345,24,1,6.837188,24,1,11.905313,24,1
"2020-12-29 05:00",1.652673,24,1,6.406875,24,1,8.940938,24,1
"2020-12-29 06:00",5.269843,24,1,12.909375,24,1,20.989688,24,1
"2020-12-29 07:00",8.200998,24,1,19.220625,24,1,31.795313,24,1
"2020-12-29 08:00",24.259985,24,1,29.643750,24,1,66.841875,24,1
"2020-12-29 09:00",47.179123,24,1,40.162500,24,1,112.502813,24,1
"2020-12-29 10:00",62.770373,24,1,41.740313,24,1,137.986875,24,1
"2020-12-29 11:00",74.806818,24,1,51.207188,24,1,165.909375,24,1
"2020-12-29 12:00",69.006873,24,1,47.382188,24,1,153.191250,24,1
"2020-12-29 13:00",75.960570,24,1,45.613125,24,1,162.084375,24,1
"2020-12-29 14:00",68.726230,24,1,46.091250,24,1,151.470000,24,1
"2020-12-29 15:00",74.245533,24,1,49.246875,24,1,163.088438,24,1
"2020-12-29 16:00",69.287515,24,1,50.681250,24,1,156.920625,24,1
"2020-12-29 17:00",54.351098,24,1,49.055625,24,1,132.392813,24,1
"2020-12-29 18:00",64.703688,24,1,50.107500,24,1,149.318438,24,1
"2020-12-29 19:00",48.332875,24,1,48.434063,24,1,122.543438,24,1
"2020-12-29 20:00",31.930880,24,1,38.823750,24,1,87.783750,24,1
"2020-12-29 21:00",31.587873,24,1,42.314063,24,1,90.748125,24,1
"2020-12-29 22:00",18.615953,24,1,34.042500,24,1,62.586563,24,1
"2020-12-29 23:00",20.673998,24,1,32.321250,24,1,64.020938,24,1
"2020-12-30 00:00",16.090170,24,1,30.743438,24,1,55.414688,24,1
"2020-12-30 01:00",6.236500,24,1,17.929688,24,1,27.492188,24,1
"2020-12-30 02:00",4.781316,24,1,19.379999,24,1,26.711251,24,1
"2020-12-30 03:00",1.621490,24,1,12.240000,24,1,14.726250,24,1
"2020-12-30 04:00",1.309665,24,1,10.375313,24,1,12.383438,24,1
"2020-12-30 05:00",0.997840,24,1,7.219688,24,1,8.749688,24,1
"2020-12-30 06:00",7.203158,24,1,11.905313,24,1,22.950000,24,1
"2020-12-30 07:00",5.799945,24,1,12.622500,24,1,21.515625,24,1
"2020-12-30 08:00",28.937360,24,1,28.305000,24,1,72.675000,24,1
"2020-12-30 09:00",38.728665,24,1,40.640625,24,1,100.023750,24,1
"2020-12-30 10:00",54.881200,24,1,50.681250,24,1,134.831250,24,1
"2020-12-30 11:00",84.972313,24,1,51.685313,24,1,181.974375,24,1
"2020-12-30 12:00",73.933708,24,1,48.195000,24,1,161.558438,24,1
"2020-12-30 13:00",91.302360,24,1,53.119688,24,1,193.114688,24,1
"2020-12-30 14:00",80.731493,24,1,50.681250,24,1,174.467813,24,1
"2020-12-30 15:00",68.164945,24,1,48.290625,24,1,152.808750,24,1
"2020-12-30 16:00",87.435730,24,1,60.339375,24,1,194.405625,24,1
"2020-12-30 17:00",96.634568,24,1,60.721875,24,1,208.892813,24,1
"2020-12-30 18:00",114.003220,24,1,57.948750,24,1,232.751250,24,1
"2020-12-30 19:00",91.395908,24,1,50.298750,24,1,190.437188,24,1
"2020-12-30 20:00",72.312218,24,1,42.266250,24,1,153.143438,24,1
"2020-12-30 21:00",68.788595,24,1,37.963125,24,1,143.437500,24,1
"2020-12-30 22:00",58.934925,24,1,33.420938,24,1,123.786563,24,1
"2020-12-30 23:00",77.706790,24,1,32.655938,24,1,151.804688,24,1
"2020-12-31 00:00",43.406040,24,1,25.436250,24,1,91.991250,24,1
"2020-12-31 01:00",15.341790,24,1,27.253125,24,1,50.776875,24,1
"2020-12-31 02:00",8.731100,24,1,23.204999,24,1,36.592499,24,1
"2020-12-31 03:00",6.361230,24,1,22.185000,24,1,31.938750,24,1
"2020-12-31 04:00",5.301025,24,1,23.715000,24,1,31.843125,24,1
"2020-12-31 05:00",2.556965,24,1,21.993750,24,1,25.914375,24,1
"2020-12-31 06:00",7.452618,24,1,22.567500,24,1,33.994688,24,1
"2020-12-31 07:00",5.082748,24,1,16.543125,24,1,24.336563,24,1
"2020-12-31 08:00",24.571810,24,1,29.309063,24,1,66.985313,24,1
"2020-12-31 09:00",24.197620,24,1,23.715000,24,1,60.817500,24,1
"2020-12-31 10:00",49.486628,24,1,46.091250,24,1,121.969688,24,1
"2020-12-31 11:00",51.139300,24,1,42.600938,24,1,121.013438,24,1
"2020-12-31 12:00",72.967050,24,1,49.916250,24,1,161.797500,24,1
"2020-12-31 13:00",49.580175,24,1,41.549063,24,1,117.570938,24,1
"2020-12-31 14:00",60.462868,24,1,44.656875,24,1,137.365313,24,1
"2020-12-31 15:00",79.889565,24,1,51.350625,24,1,173.846250,24,1
"2020-12-31 16:00",64.828418,24,1,54.697500,24,1,154.099688,24,1
"2020-12-31 17:00",77.239053,24,1,56.801250,24,1,175.232813,24,1
"2020-12-31 18:00",62.396183,24,1,48.242813,24,1,143.915625,24,1
"2020-12-31 19:00",65.857440,24,1,46.091250,24,1,147.071250,24,1
"2020-12-31 20:00",48.052233,24,1,36.098438,24,1,109.777500,24,1
"2020-12-31 21:00",42.034010,24,1,32.895000,24,1,97.346250,24,1
"2020-12-31 22:00",26.037388,24,1,25.962188,24,1,65.885625,24,1
"2020-12-31 23:00",17.462200,24,1,21.515625,24,1,48.290625,24,1
"2021-01-01 00:00",6.610690,24,1,12.957188,24,1,23.093438,24,1
"2021-01-01 01:00",4.053725,24,1,11.570625,24,1,17.786250,24,1
"2021-01-01 02:00",3.991360,24,1,12.367501,24,1,18.487501,24,1
"2021-01-01 03:00",1.746220,24,1,11.953125,24,1,14.630625,24,1
"2021-01-01 04:00",1.870950,24,1,14.821875,24,1,17.690625,24,1
"2021-01-01 05:00",1.683855,24,1,13.148438,24,1,15.730313,24,1
"2021-01-01 06:00",2.806425,24,1,12.861563,24,1,17.164688,24,1
"2021-01-01 07:00",2.712878,24,1,14.439375,24,1,18.599063,24,1
"2021-01-01 08:00",5.519303,24,1,24.001875,24,1,32.464688,24,1
"2021-01-01 09:00",9.947218,24,1,24.193125,24,1,39.445313,24,1
"2021-01-01 10:00",17.025645,24,1,33.994688,24,1,60.100313,24,1
"2021-01-01 11:00",19.738523,24,1,30.265313,24,1,60.530625,24,1
"2021-01-01 12:00",22.014845,24,1,27.779063,24,1,61.534688,24,1
"2021-01-01 13:00",40.630798,24,1,30.026250,24,1,92.325938,24,1
"2021-01-01 14:00",46.836115,24,1,37.963125,24,1,109.777500,24,1
"2021-01-01 15:00",52.947885,24,1,30.791250,24,1,111.976875,24,1
"2021-01-01 16:00",57.032793,24,1,38.010938,24,1,125.460000,24,1
"2021-01-01 17:00",56.658603,24,1,38.297813,24,1,125.173125,24,1
"2021-01-01 18:00",37.044810,24,1,31.078125,24,1,87.879375,24,1
"2021-01-01 19:00",62.458548,24,1,43.365938,24,1,139.134375,24,1
"2021-01-01 20:00",40.381338,24,1,31.651875,24,1,93.569063,24,1
"2021-01-01 21:00",15.715980,24,1,20.894063,24,1,44.991563,24,1
"2021-01-01 22:00",15.123513,24,1,20.415938,24,1,43.605000,24,1
"2021-01-01 23:00",10.446138,24,1,17.929688,24,1,33.946875,24,1
"2021-01-02 00:00",10.196678,24,1,18.790313,24,1,34.425000,24,1
"2021-01-02 01:00",3.336528,24,1,12.861563,24,1,17.977500,24,1
"2021-01-02 02:00",1.996566,24,1,16.457885,24,1,19.519243,24,1
"2021-01-02 03:00",2.481445,24,1,15.692529,24,1,19.497360,24,1
"2021-01-02 04:00",3.978868,24,1,15.956774,24,1,22.057620,24,1
"2021-01-02 05:00",1.582991,24,1,12.671747,24,1,15.098966,24,1
"2021-01-02 06:00",2.609796,24,1,15.233139,24,1,19.234768,24,1
"2021-01-02 07:00",2.823714,24,1,13.263945,24,1,17.593577,24,1
"2021-01-02 08:00",11.252069,24,1,21.676141,24,1,38.929071,24,1
"2021-01-02 09:00",30.932494,24,1,32.135822,24,1,79.564982,24,1
"2021-01-02 10:00",75.855201,24,1,53.586496,24,1,169.896184,24,1
"2021-01-02 11:00",108.156767,24,1,62.812788,24,1,228.650852,24,1
"2021-01-02 12:00",74.272210,24,1,54.635114,24,1,168.517581,24,1
"2021-01-02 13:00",105.119136,24,1,64.516279,24,1,225.696707,24,1
"2021-01-02 14:00",100.584082,24,1,62.870087,24,1,217.096862,24,1
"2021-01-02 15:00",112.135635,24,1,65.968264,24,1,237.907174,24,1
"2021-01-02 16:00",101.910372,24,1,70.224089,24,1,226.484479,24,1
"2021-01-02 17:00",99.300576,24,1,73.963128,24,1,226.221889,24,1
"2021-01-02 18:00",72.732004,24,1,69.863677,24,1,181.384527,24,1
"2021-01-02 19:00",105.461404,24,1,81.585053,24,1,243.290284,24,1
"2021-01-02 20:00",77.737677,24,1,67.637175,24,1,186.833284,24,1
"2021-01-02 21:00",57.543850,24,1,47.395424,24,1,135.628097,24,1
"2021-01-02 22:00",36.537136,24,1,51.901951,24,1,107.924777,24,1
"2021-01-02 23:00",22.803623,24,1,35.409241,24,1,70.374308,24,1
"2021-01-03 00:00",8.556706,24,1,23.051770,24,1,36.171870,24,1
"2021-01-03 01:00",6.845366,24,1,19.242317,24,1,29.738398,24,1
"2021-01-03 02:00",1.483163,24,1,13.043640,24,1,15.317790,24,1
"2021-01-03 03:00",0.427835,24,1,12.013996,24,1,12.670003,24,1
"2021-01-03 04:00",3.080414,24,1,17.268735,24,1,21.991971,24,1
"2021-01-03 05:00",2.224744,24,1,16.086133,24,1,19.497360,24,1
"2021-01-03 06:00",1.882475,24,1,14.313269,24,1,17.199692,24,1
"2021-01-03 07:00",4.791756,24,1,16.285907,24,1,23.633164,24,1
"2021-01-03 08:00",5.690210,24,1,14.777002,24,1,23.501867,24,1
"2021-01-03 09:00",9.669078,24,1,16.422580,24,1,31.248294,24,1
"2021-01-03 10:00",13.348462,24,1,22.137985,24,1,42.605342,24,1
"2021-01-03 11:00",27.467028,24,1,29.309150,24,1,71.424671,24,1
"2021-01-03 12:00",44.452089,24,1,36.811714,24,1,104.970632,24,1
"2021-01-03 13:00",47.874772,24,1,44.299324,24,1,117.706281,24,1
"2021-01-03 14:00",49.671679,24,1,46.139439,24,1,122.301619,24,1
"2021-01-03 15:00",56.902097,24,1,44.637515,24,1,131.886180,24,1
"2021-01-03 16:00",61.308800,24,1,49.237710,24,1,143.243226,24,1
"2021-01-03 17:00",65.886638,24,1,51.015247,24,1,152.040017,24,1
"2021-01-03 18:00",57.971685,24,1,52.253824,24,1,141.142502,24,1
"2021-01-03 19:00",28.622182,24,1,35.350009,24,1,79.236744,24,1
"2021-01-03 20:00",25.584551,24,1,22.545365,24,1,61.774463,24,1
"2021-01-03 21:00",9.070109,24,1,16.815805,24,1,30.723111,24,1
"2021-01-03 22:00",8.599490,24,1,17.734354,24,1,30.920055,24,1
"2021-01-03 23:00",8.385573,24,1,19.244015,24,1,32.101712,24,1
"2021-01-04 00:00",2.139177,24,1,11.096817,24,1,14.376842,24,1
"2021-01-04 01:00",1.454640,24,1,9.060983,24,1,11.291400,24,1
"2021-01-04 02:00",0.798626,24,1,7.090831,24,1,8.315372,24,1
"2021-01-04 03:00",0.213918,24,1,6.827594,24,1,7.155596,24,1
"2021-01-04 04:00",0.812888,24,1,8.469447,24,1,9.715856,24,1
"2021-01-04 05:00",9.198460,24,1,15.765585,24,1,29.869693,24,1
"2021-01-04 06:00",5.134024,24,1,10.640584,24,1,18.512644,24,1
"2021-01-04 07:00",11.893822,24,1,16.753272,24,1,34.990211,24,1
"2021-01-04 08:00",37.392807,24,1,40.545847,24,1,97.880685,24,1
"2021-01-04 09:00",72.860353,24,1,62.708222,24,1,174.425873,24,1
"2021-01-04 10:00",46.077864,24,1,41.343195,24,1,111.994933,24,1
"2021-01-04 11:00",29.349503,24,1,28.129568,24,1,73.131510,24,1
"2021-01-04 12:00",16.214959,24,1,20.828192,24,1,45.690782,24,1
"2021-01-04 13:00",7.487118,24,1,16.223233,24,1,27.703320,24,1
"2021-01-04 14:00",6.759798,24,1,13.990408,24,1,24.355288,24,1
"2021-01-04 15:00",10.952584,24,1,21.347572,24,1,38.141299,24,1
"2021-01-04 16:00",11.851039,24,1,15.702862,24,1,33.874200,24,1
"2021-01-04 17:00",9.198460,24,1,14.452631,24,1,28.556739,24,1
"2021-01-04 18:00",7.315985,24,1,11.955944,24,1,23.173629,24,1
"2021-01-04 19:00",8.428355,24,1,14.386135,24,1,27.309433,24,1
"2021-01-04 20:00",6.374746,24,1,18.257083,24,1,28.031556,24,1
"2021-01-04 21:00",2.395877,24,1,12.803939,24,1,16.477566,24,1
"2021-01-04 22:00",3.722168,24,1,12.411515,24,1,18.118759,24,1
"2021-01-04 23:00",1.754125,24,1,10.177325,24,1,12.866944,24,1
"2021-01-05 00:00",0.855670,24,1,6.828302,24,1,8.140311,24,1
"2021-01-05 01:00",0.256701,24,1,4.858213,24,1,5.251815,24,1
"2021-01-05 02:00",0.399313,24,1,4.989665,24,1,5.601936,24,1
"2021-01-05 03:00",0.385051,24,1,5.449181,24,1,6.039587,24,1
"2021-01-05 04:00",1.540207,24,1,5.844342,24,1,8.205960,24,1
"2021-01-05 05:00",0.556186,24,1,3.808178,24,1,4.660984,24,1
"2021-01-05 06:00",0.812887,24,1,4.005404,24,1,5.251815,24,1
"2021-01-05 07:00",11.551553,24,1,11.172842,24,1,28.884977,24,1
"2021-01-05 08:00",10.396399,24,1,19.508823,24,1,35.449744,24,1
"2021-01-05 09:00",28.793317,24,1,28.982373,24,1,73.131510,24,1
"2021-01-05 10:00",11.508770,24,1,20.954299,24,1,38.600833,24,1
"2021-01-05 11:00",12.022172,24,1,25.090669,24,1,43.524409,24,1
"2021-01-05 12:00",35.125279,24,1,29.580184,24,1,83.438194,24,1
"2021-01-05 13:00",17.883515,24,1,22.668168,24,1,50.089176,24,1
"2021-01-05 14:00",11.637121,24,1,21.545269,24,1,39.388605,24,1
"2021-01-05 15:00",7.658252,24,1,15.304353,24,1,27.046843,24,1
"2021-01-05 16:00",9.797429,24,1,16.816609,24,1,31.839122,24,1
"2021-01-05 17:00",6.545880,24,1,12.874162,24,1,22.911039,24,1
"2021-01-05 18:00",5.519075,24,1,13.989041,24,1,22.451505,24,1
"2021-01-05 19:00",10.310832,24,1,17.276708,24,1,33.086428,24,1
"2021-01-05 20:00",8.984541,24,1,18.850790,24,1,32.626894,24,1
"2021-01-05 21:00",3.893301,24,1,16.547508,24,1,22.517153,24,1
"2021-01-05 22:00",2.695363,24,1,15.824061,24,1,19.956894,24,1
"2021-01-05 23:00",1.754125,24,1,13.787947,24,1,16.477566,24,1
"2021-01-06 00:00",2.224744,24,1,12.475511,24,1,15.886738,24,1
"2021-01-06 01:00",1.796908,24,1,10.636906,24,1,13.392126,24,1
"2021-01-06 02:00",0.627492,24,1,7.178171,24,1,8.140311,24,1
"2021-01-06 03:00",0.513402,24,1,8.600411,24,1,9.387617,24,1
"2021-01-06 04:00",1.197939,24,1,8.207280,24,1,10.044094,24,1
"2021-01-06 05:00",0.941238,24,1,7.550519,24,1,8.993732,24,1
"2021-01-06 06:00",1.540207,24,1,8.732838,24,1,11.094456,24,1
"2021-01-06 07:00",12.706709,24,1,13.603081,24,1,33.086428,24,1
"2021-01-06 08:00",7.658252,24,1,12.547149,24,1,24.289639,24,1
"2021-01-06 09:00",16.813928,24,1,21.813568,24,1,47.594565,24,1
"2021-01-06 10:00",9.412377,24,1,19.376442,24,1,33.808553,24,1
"2021-01-06 11:00",13.220111,24,1,23.122559,24,1,43.393114,24,1
"2021-01-06 12:00",20.065476,24,1,23.458344,24,1,54.224979,24,1
"2021-01-06 13:00",38.847447,24,1,43.895482,24,1,103.460736,24,1
"2021-01-06 14:00",6.374746,24,1,14.843404,24,1,24.617878,24,1
"2021-01-06 15:00",11.551553,24,1,20.100926,24,1,37.813061,24,1
"2021-01-06 16:00",13.947431,24,1,23.320304,24,1,44.706066,24,1
"2021-01-06 17:00",20.022692,24,1,26.937626,24,1,57.638659,24,1
"2021-01-06 18:00",17.584031,24,1,28.182242,24,1,55.144048,24,1
"2021-01-06 19:00",31.018061,24,1,36.337366,24,1,83.897730,24,1
"2021-01-06 20:00",16.001040,24,1,30.281223,24,1,54.815809,24,1
"2021-01-06 21:00",6.930932,24,1,30.205574,24,1,40.832854,24,1
"2021-01-06 22:00",4.150003,24,1,31.712404,24,1,38.075653,24,1
"2021-01-06 23:00",15.273721,24,1,34.284929,24,1,57.704308,24,1
"2021-01-07 00:00",10.139697,24,1,28.305329,24,1,43.852648,24,1
"2021-01-07 01:00",5.219591,24,1,33.420423,24,1,41.423683,24,1
"2021-01-07 02:00",3.422682,24,1,30.726885,24,1,35.974926,24,1
"2021-01-07 03:00",4.278354,24,1,26.788969,24,1,33.349020,24,1
"2021-01-07 04:00",2.738147,24,1,25.146078,24,1,29.344511,24,1
"2021-01-07 05:00",1.796909,24,1,22.781725,24,1,25.536945,24,1
"2021-01-07 06:00",1.668558,24,1,19.170961,24,1,21.729381,24,1
"2021-01-07 07:00",2.053610,24,1,20.353043,24,1,23.501867,24,1
"2021-01-07 08:00",6.374746,24,1,26.528691,24,1,36.303165,24,1
"2021-01-07 09:00",14.460833,24,1,31.067296,24,1,53.240265,24,1
"2021-01-07 10:00",31.531462,24,1,37.060058,24,1,85.407626,24,1
"2021-01-07 11:00",25.670119,24,1,34.887221,24,1,74.247521,24,1
"2021-01-07 12:00",21.263415,24,1,36.654849,24,1,69.258298,24,1
"2021-01-07 13:00",25.712902,24,1,35.018564,24,1,74.444464,24,1
"2021-01-07 14:00",23.060323,24,1,34.490457,24,1,69.849126,24,1
"2021-01-07 15:00",30.461875,24,1,38.043592,24,1,84.751148,24,1
"2021-01-07 16:00",25.370635,24,1,40.598238,24,1,79.499336,24,1
"2021-01-07 17:00",28.108780,24,1,46.969082,24,1,90.068610,24,1
"2021-01-07 18:00",14.503617,24,1,38.025997,24,1,60.264566,24,1
"2021-01-07 19:00",26.739707,24,1,46.376744,24,1,87.377055,24,1
"2021-01-07 20:00",23.274241,24,1,48.211057,24,1,83.897730,24,1
"2021-01-07 21:00",6.417529,24,1,37.754490,24,1,47.594565,24,1
"2021-01-07 22:00",7.273201,24,1,33.947868,24,1,45.099953,24,1
